0.001	127
0.002	127
0.003	127
0.004	127
0.005	125
0.006	127
0.007	125
0.008	127
0.009	125
0.01	127
0.011	127
0.012	127
0.013	127
0.014	127
0.015	127
0.016	127
0.017	127
0.018	127
0.019	127
0.02	127
0.021	127
0.022	127
0.023	127
0.024	127
0.025	127
0.026	127
0.027	127
0.028	127
0.029	127
0.03	127
0.031	127
0.032	125
0.033	127
0.034	127
0.035	127
0.036	127
0.037	126
0.038	127
0.039	127
0.04	127
0.041	127
0.042	127
0.043	127
0.044	125
0.045	127
0.046	125
0.047	127
0.048	127
0.049	127
0.05	127
0.051	127
0.052	127
0.053	127
0.054	127
0.055	127
0.056	127
0.057	127
0.058	127
0.059	127
0.06	127
0.061	127
0.062	127
0.063	127
0.064	127
0.065	127
0.066	125
0.067	127
0.068	127
0.069	127
0.07	127
0.071	127
0.072	127
0.073	126
0.074	126
0.075	127
0.076	126
0.077	126
0.078	126
0.079	126
0.08	126
0.081	126
0.082	126
0.083	127
0.084	126
0.085	126
0.086	126
0.087	126
0.088	126
0.089	127
0.09	126
0.091	126
0.092	126
0.093	126
0.094	126
0.095	126
0.096	126
0.097	126
0.098	126
0.099	127
0.1	126
0.101	126
0.102	126
0.103	126
0.104	127
0.105	127
0.106	127
0.107	127
0.108	127
0.109	127
0.11	127
0.111	127
0.112	127
0.113	127
0.114	127
0.115	127
0.116	127
0.117	127
0.118	127
0.119	127
0.12	127
0.121	127
0.122	127
0.123	127
0.124	127
0.125	127
0.126	127
0.127	127
0.128	127
0.129	127
0.13	127
0.131	127
0.132	127
0.133	127
0.134	127
0.135	127
0.136	127
0.137	127
0.138	125
0.139	127
0.14	127
0.141	127
0.142	127
0.143	127
0.144	127
0.145	127
0.146	127
0.147	126
0.148	126
0.149	126
0.15	126
0.151	126
0.152	126
0.153	126
0.154	126
0.155	125
0.156	126
0.157	126
0.158	126
0.159	126
0.16	126
0.161	126
0.162	126
0.163	126
0.164	126
0.165	126
0.166	126
0.167	126
0.168	126
0.169	126
0.17	125
0.171	126
0.172	127
0.173	126
0.174	126
0.175	126
0.176	126
0.177	126
0.178	126
0.179	127
0.18	126
0.181	127
0.182	126
0.183	126
0.184	125
0.185	127
0.186	127
0.187	126
0.188	127
0.189	127
0.19	127
0.191	125
0.192	127
0.193	127
0.194	127
0.195	127
0.196	127
0.197	127
0.198	127
0.199	127
0.2	127
0.201	127
0.202	127
0.203	127
0.204	127
0.205	127
0.206	125
0.207	127
0.208	127
0.209	127
0.21	127
0.211	127
0.212	127
0.213	127
0.214	127
0.215	127
0.216	127
0.217	127
0.218	127
0.219	127
0.22	127
0.221	127
0.222	127
0.223	127
0.224	127
0.225	127
0.226	127
0.227	127
0.228	127
0.229	125
0.23	127
0.231	127
0.232	127
0.233	125
0.234	127
0.235	127
0.236	127
0.237	127
0.238	126
0.239	127
0.24	127
0.241	127
0.242	127
0.243	127
0.244	127
0.245	125
0.246	127
0.247	125
0.248	127
0.249	127
0.25	127
0.251	127
0.252	127
0.253	127
0.254	127
0.255	127
0.256	127
0.257	127
0.258	127
0.259	127
0.26	127
0.261	127
0.262	127
0.263	127
0.264	127
0.265	127
0.266	127
0.267	125
0.268	127
0.269	127
0.27	127
0.271	127
0.272	127
0.273	127
0.274	126
0.275	127
0.276	127
0.277	125
0.278	127
0.279	127
0.28	127
0.281	127
0.282	127
0.283	127
0.284	125
0.285	127
0.286	127
0.287	127
0.288	125
0.289	127
0.29	127
0.291	127
0.292	127
0.293	127
0.294	127
0.295	127
